ITER,PRECISION,RECALL,F-SCORE,SOLVER,ACTIVATION,ALPHA,HIDDEN LAYERS
4,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],adam,tanh,0.2,(4, 4, 4)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(4, 4, 5)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(4, 4, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(4, 5, 2)
4,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],adam,tanh,0.2,(4, 5, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(4, 5, 4)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(4, 5, 5)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(4, 5, 6)
4,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],adam,tanh,0.2,(4, 6, 2)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,tanh,0.2,(4, 6, 3)
4,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],adam,tanh,0.2,(4, 6, 4)
4,[ 0.92857143  0.91176471],[ 0.91  0.93],[ 0.91919192  0.92079208],adam,tanh,0.2,(4, 6, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,tanh,0.2,(4, 6, 6)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,tanh,0.2,(5, 2, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 2, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 2, 4)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 2, 5)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(5, 2, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 3, 2)
4,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],adam,tanh,0.2,(5, 3, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 3, 4)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,tanh,0.2,(5, 3, 5)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 3, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 4, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 4, 3)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(5, 4, 4)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,tanh,0.2,(5, 4, 5)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,tanh,0.2,(5, 4, 6)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,tanh,0.2,(5, 5, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 5, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 5, 4)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(5, 5, 5)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,tanh,0.2,(5, 5, 6)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,tanh,0.2,(5, 6, 2)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(5, 6, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 6, 4)
4,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],adam,tanh,0.2,(5, 6, 5)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(5, 6, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 2, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 2, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 2, 4)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 2, 5)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,tanh,0.2,(6, 2, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 3, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 3, 3)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,tanh,0.2,(6, 3, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,tanh,0.2,(6, 3, 5)
4,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],adam,tanh,0.2,(6, 3, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 4, 2)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(6, 4, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 4, 4)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 4, 5)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 4, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 5, 2)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,tanh,0.2,(6, 5, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 5, 4)
4,[ 0.92268041  0.89805825],[ 0.895  0.925],[ 0.90862944  0.91133005],adam,tanh,0.2,(6, 5, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,tanh,0.2,(6, 5, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 6, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,tanh,0.2,(6, 6, 3)
4,[ 0.91878173  0.90640394],[ 0.905  0.92 ],[ 0.91183879  0.91315136],adam,tanh,0.2,(6, 6, 4)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(6, 6, 5)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,tanh,0.2,(6, 6, 6)
4,[ 0.92708333  0.89423077],[ 0.89  0.93],[ 0.90816327  0.91176471],adam,relu,0.0001,2
4,[ 0.93956044  0.86697248],[ 0.855  0.945],[ 0.89528796  0.90430622],adam,relu,0.0001,3
4,[ 0.92708333  0.89423077],[ 0.89  0.93],[ 0.90816327  0.91176471],adam,relu,0.0001,4
4,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],adam,relu,0.0001,5
4,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],adam,relu,0.0001,6
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(2, 2)
4,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],adam,relu,0.0001,(2, 3)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(2, 4)
4,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],adam,relu,0.0001,(2, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(2, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(3, 2)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,relu,0.0001,(3, 3)
4,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],adam,relu,0.0001,(3, 4)
4,[ 0.48041775  0.05882353],[ 0.92   0.005],[ 0.63121784  0.00921659],adam,relu,0.0001,(3, 5)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(3, 6)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(4, 2)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,relu,0.0001,(4, 3)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,relu,0.0001,(4, 4)
4,[ 0.          0.49494949],[ 0.    0.98],[ 0.          0.65771812],adam,relu,0.0001,(4, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(4, 6)
4,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],adam,relu,0.0001,(5, 2)
4,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],adam,relu,0.0001,(5, 3)
4,[ 0.91836735  0.90196078],[ 0.9   0.92],[ 0.90909091  0.91089109],adam,relu,0.0001,(5, 4)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(5, 5)
4,[ 0.92857143  0.91176471],[ 0.91  0.93],[ 0.91919192  0.92079208],adam,relu,0.0001,(5, 6)
4,[ 0.92670157  0.88995215],[ 0.885  0.93 ],[ 0.90537084  0.90953545],adam,relu,0.0001,(6, 2)
4,[ 0.92929293  0.92079208],[ 0.92  0.93],[ 0.92462312  0.92537313],adam,relu,0.0001,(6, 3)
4,[ 0.92227979  0.89371981],[ 0.89   0.925],[ 0.90585242  0.90909091],adam,relu,0.0001,(6, 4)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(6, 5)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(6, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 2, 2)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 2, 3)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 2, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(2, 2, 5)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 2, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(2, 3, 2)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 3, 3)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(2, 3, 4)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 3, 5)
4,[ 0.92857143  0.91176471],[ 0.91  0.93],[ 0.91919192  0.92079208],adam,relu,0.0001,(2, 3, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 4, 2)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(2, 4, 3)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 4, 4)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(2, 4, 5)
4,[ 0.90594059  0.91414141],[ 0.915  0.905],[ 0.91044776  0.90954774],adam,relu,0.0001,(2, 4, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 5, 2)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 5, 3)
4,[ 0.915  0.915],[ 0.915  0.915],[ 0.915  0.915],adam,relu,0.0001,(2, 5, 4)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,relu,0.0001,(2, 5, 5)
4,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],adam,relu,0.0001,(2, 5, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(2, 6, 2)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(2, 6, 3)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(2, 6, 4)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,relu,0.0001,(2, 6, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(2, 6, 6)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(3, 2, 2)
4,[ 0.92708333  0.89423077],[ 0.89  0.93],[ 0.90816327  0.91176471],adam,relu,0.0001,(3, 2, 3)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(3, 2, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(3, 2, 5)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,relu,0.0001,(3, 2, 6)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(3, 3, 2)
4,[ 0.92268041  0.89805825],[ 0.895  0.925],[ 0.90862944  0.91133005],adam,relu,0.0001,(3, 3, 3)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(3, 3, 4)
4,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],adam,relu,0.0001,(3, 3, 5)
4,[ 0.925  0.925],[ 0.925  0.925],[ 0.925  0.925],adam,relu,0.0001,(3, 3, 6)
4,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],adam,relu,0.0001,(3, 4, 2)
4,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],adam,relu,0.0001,(3, 4, 3)
4,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],adam,relu,0.0001,(3, 4, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(3, 4, 5)
4,[ 0.91370558  0.90147783],[ 0.9    0.915],[ 0.90680101  0.90818859],adam,relu,0.0001,(3, 4, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(3, 5, 2)
4,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],adam,relu,0.0001,(3, 5, 3)
4,[ 0.91794872  0.89756098],[ 0.895  0.92 ],[ 0.90632911  0.90864198],adam,relu,0.0001,(3, 5, 4)
4,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],adam,relu,0.0001,(3, 5, 5)
4,[ 0.925  0.925],[ 0.925  0.925],[ 0.925  0.925],adam,relu,0.0001,(3, 5, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(3, 6, 2)
4,[ 0.925  0.925],[ 0.925  0.925],[ 0.925  0.925],adam,relu,0.0001,(3, 6, 3)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(3, 6, 4)
4,[ 0.91414141  0.90594059],[ 0.905  0.915],[ 0.90954774  0.91044776],adam,relu,0.0001,(3, 6, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(3, 6, 6)
4,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],adam,relu,0.0001,(4, 2, 2)
4,[ 0.92820513  0.90731707],[ 0.905  0.93 ],[ 0.9164557   0.91851852],adam,relu,0.0001,(4, 2, 3)
4,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],adam,relu,0.0001,(4, 2, 4)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,relu,0.0001,(4, 2, 5)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(4, 2, 6)
4,[ 0.91878173  0.90640394],[ 0.905  0.92 ],[ 0.91183879  0.91315136],adam,relu,0.0001,(4, 3, 2)
4,[ 0.91044776  0.91457286],[ 0.915  0.91 ],[ 0.9127182  0.9122807],adam,relu,0.0001,(4, 3, 3)
4,[ 0.92857143  0.91176471],[ 0.91  0.93],[ 0.91919192  0.92079208],adam,relu,0.0001,(4, 3, 4)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(4, 3, 5)
4,[ 0.90954774  0.90547264],[ 0.905  0.91 ],[ 0.90726817  0.90773067],adam,relu,0.0001,(4, 3, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(4, 4, 2)
4,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],adam,relu,0.0001,(4, 4, 3)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(4, 4, 4)
4,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],adam,relu,0.0001,(4, 4, 5)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(4, 4, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(4, 5, 2)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(4, 5, 3)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(4, 5, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(4, 5, 5)
4,[ 0.92857143  0.91176471],[ 0.91  0.93],[ 0.91919192  0.92079208],adam,relu,0.0001,(4, 5, 6)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(4, 6, 2)
4,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],adam,relu,0.0001,(4, 6, 3)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(4, 6, 4)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(4, 6, 5)
4,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],adam,relu,0.0001,(4, 6, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(5, 2, 2)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(5, 2, 3)
4,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],adam,relu,0.0001,(5, 2, 4)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(5, 2, 5)
4,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],adam,relu,0.0001,(5, 2, 6)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(5, 3, 2)
4,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],adam,relu,0.0001,(5, 3, 3)
4,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],adam,relu,0.0001,(5, 3, 4)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,relu,0.0001,(5, 3, 5)
4,[ 0.92857143  0.91176471],[ 0.91  0.93],[ 0.91919192  0.92079208],adam,relu,0.0001,(5, 3, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(5, 4, 2)
4,[ 0.91457286  0.91044776],[ 0.91   0.915],[ 0.9122807  0.9127182],adam,relu,0.0001,(5, 4, 3)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(5, 4, 4)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(5, 4, 5)
4,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],adam,relu,0.0001,(5, 4, 6)
4,[ 0.   0.5],[ 0.  1.],[ 0.          0.66666667],adam,relu,0.0001,(5, 5, 2)
4,[ 0.91959799  0.91542289],[ 0.915  0.92 ],[ 0.91729323  0.91770574],adam,relu,0.0001,(5, 5, 3)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(5, 5, 4)
4,[ 0.925  0.925],[ 0.925  0.925],[ 0.925  0.925],adam,relu,0.0001,(5, 5, 5)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(5, 5, 6)
4,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],adam,relu,0.0001,(5, 6, 2)
4,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],adam,relu,0.0001,(5, 6, 3)
4,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],adam,relu,0.0001,(5, 6, 4)
4,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],adam,relu,0.0001,(5, 6, 5)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(5, 6, 6)
4,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],adam,relu,0.0001,(6, 2, 2)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(6, 2, 3)
4,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],adam,relu,0.0001,(6, 2, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(6, 2, 5)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(6, 2, 6)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,relu,0.0001,(6, 3, 2)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(6, 3, 3)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(6, 3, 4)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(6, 3, 5)
4,[ 0.91044776  0.91457286],[ 0.915  0.91 ],[ 0.9127182  0.9122807],adam,relu,0.0001,(6, 3, 6)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,relu,0.0001,(6, 4, 2)
4,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],adam,relu,0.0001,(6, 4, 3)
4,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],adam,relu,0.0001,(6, 4, 4)
4,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],adam,relu,0.0001,(6, 4, 5)
4,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],adam,relu,0.0001,(6, 4, 6)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(6, 5, 2)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(6, 5, 3)
4,[ 0.925  0.925],[ 0.925  0.925],[ 0.925  0.925],adam,relu,0.0001,(6, 5, 4)
4,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],adam,relu,0.0001,(6, 5, 5)
4,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],adam,relu,0.0001,(6, 5, 6)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(6, 6, 2)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.0001,(6, 6, 3)
4,[ 0.915  0.915],[ 0.915  0.915],[ 0.915  0.915],adam,relu,0.0001,(6, 6, 4)
4,[ 0.92385787  0.91133005],[ 0.91   0.925],[ 0.91687657  0.91811414],adam,relu,0.0001,(6, 6, 5)
4,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],adam,relu,0.0001,(6, 6, 6)
4,[ 0.91878173  0.90640394],[ 0.905  0.92 ],[ 0.91183879  0.91315136],adam,relu,0.001,2
4,[ 0.93582888  0.88262911],[ 0.875  0.94 ],[ 0.90439276  0.91041162],adam,relu,0.001,3
4,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],adam,relu,0.001,4
4,[ 0.93956044  0.86697248],[ 0.855  0.945],[ 0.89528796  0.90430622],adam,relu,0.001,5
4,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],adam,relu,0.001,6
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.001,(2, 2)
4,[ 0.5  0. ],[ 1.  0.],[ 0.66666667  0.        ],adam,relu,0.001,(2, 3)
