ITER,KERNEL,PRECISION,RECALL,F-SCORE,C,GAMMA
2,rbf,[ 0.91005291  0.86729858],[ 0.86   0.915],[ 0.88431877  0.89051095],10,100
2,rbf,[ 0.88304094  0.7860262 ],[ 0.755  0.9  ],[ 0.81401617  0.83916084],10,1000
2,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],100,0.001
2,rbf,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],100,0.01
2,rbf,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],100,0.1
2,rbf,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],100,1
2,rbf,[ 0.91794872  0.89756098],[ 0.895  0.92 ],[ 0.90632911  0.90864198],100,10
2,rbf,[ 0.86934673  0.86567164],[ 0.865  0.87 ],[ 0.86716792  0.86783042],100,100
2,rbf,[ 0.88372093  0.78947368],[ 0.76  0.9 ],[ 0.8172043  0.8411215],100,1000
2,rbf,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],1000,0.001
2,rbf,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],1000,0.01
2,rbf,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],1000,0.1
2,rbf,[ 0.90909091  0.9009901 ],[ 0.9   0.91],[ 0.90452261  0.90547264],1000,1
2,rbf,[ 0.9035533   0.89162562],[ 0.89   0.905],[ 0.89672544  0.89826303],1000,10
2,rbf,[ 0.85340314  0.82296651],[ 0.815  0.86 ],[ 0.83375959  0.84107579],1000,100
2,rbf,[ 0.87058824  0.77391304],[ 0.74  0.89],[ 0.8         0.82790698],1000,1000
3,linear,[ 0.91803279  0.85253456],[ 0.84   0.925],[ 0.8772846   0.88729017],0.01
3,linear,[ 0.91891892  0.86046512],[ 0.85   0.925],[ 0.88311688  0.89156627],0.1
3,linear,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],1
3,linear,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],10
3,linear,[ 0.91578947  0.87619048],[ 0.87  0.92],[ 0.89230769  0.89756098],100
3,linear,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],1000
3,sigmoid,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.01,0.001
3,sigmoid,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.01,0.01
3,sigmoid,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.01,0.1
3,sigmoid,[ 0.94047619  0.81896552],[ 0.79  0.95],[ 0.85869565  0.87962963],0.01,1
3,sigmoid,[ 0.39772727  0.41964286],[ 0.35  0.47],[ 0.37234043  0.44339623],0.01,10
3,sigmoid,[ 0.5  0.5],[ 0.835  0.165],[ 0.62546816  0.2481203 ],0.01,100
3,sigmoid,[ 0.50126582  0.6       ],[ 0.99   0.015],[ 0.66554622  0.02926829],0.01,1000
3,sigmoid,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.1,0.001
3,sigmoid,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.1,0.01
3,sigmoid,[ 0.91803279  0.85253456],[ 0.84   0.925],[ 0.8772846   0.88729017],0.1,0.1
3,sigmoid,[ 0.92696629  0.84234234],[ 0.825  0.935],[ 0.87301587  0.88625592],0.1,1
3,sigmoid,[ 0.2955665  0.2893401],[ 0.3    0.285],[ 0.29776675  0.28715365],0.1,10
3,sigmoid,[ 0.37890625  0.28472222],[ 0.485  0.205],[ 0.4254386   0.23837209],0.1,100
3,sigmoid,[ 0.44923077  0.28      ],[ 0.73   0.105],[ 0.55619048  0.15272727],0.1,1000
3,sigmoid,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],1,0.001
3,sigmoid,[ 0.91803279  0.85253456],[ 0.84   0.925],[ 0.8772846   0.88729017],1,0.01
3,sigmoid,[ 0.91891892  0.86046512],[ 0.85   0.925],[ 0.88311688  0.89156627],1,0.1
3,sigmoid,[ 0.9027027   0.84651163],[ 0.835  0.91 ],[ 0.86753247  0.87710843],1,1
3,sigmoid,[ 0.27777778  0.28217822],[ 0.275  0.285],[ 0.27638191  0.28358209],1,10
3,sigmoid,[ 0.33668342  0.33830846],[ 0.335  0.34 ],[ 0.3358396   0.33915212],1,100
3,sigmoid,[ 0.36407767  0.3556701 ],[ 0.375  0.345],[ 0.36945813  0.35025381],1,1000
3,sigmoid,[ 0.91803279  0.85253456],[ 0.84   0.925],[ 0.8772846   0.88729017],10,0.001
3,sigmoid,[ 0.91891892  0.86046512],[ 0.85   0.925],[ 0.88311688  0.89156627],10,0.01
3,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],10,0.1
3,sigmoid,[ 0.87317073  0.89230769],[ 0.895  0.87 ],[ 0.88395062  0.88101266],10,1
3,sigmoid,[ 0.27411168  0.28078818],[ 0.27   0.285],[ 0.2720403   0.28287841],10,10
3,sigmoid,[ 0.34010152  0.34482759],[ 0.335  0.35 ],[ 0.33753149  0.34739454],10,100
3,sigmoid,[ 0.35025381  0.3546798 ],[ 0.345  0.36 ],[ 0.34760705  0.3573201 ],10,1000
3,sigmoid,[ 0.91891892  0.86046512],[ 0.85   0.925],[ 0.88311688  0.89156627],100,0.001
3,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],100,0.01
3,sigmoid,[ 0.92146597  0.88516746],[ 0.88   0.925],[ 0.90025575  0.90464548],100,0.1
3,sigmoid,[ 0.86206897  0.87309645],[ 0.875  0.86 ],[ 0.86848635  0.86649874],100,1
3,sigmoid,[ 0.27411168  0.28078818],[ 0.27   0.285],[ 0.2720403   0.28287841],100,10
3,sigmoid,[ 0.33838384  0.34158416],[ 0.335  0.345],[ 0.33668342  0.34328358],100,100
3,sigmoid,[ 0.35353535  0.35643564],[ 0.35  0.36],[ 0.35175879  0.35820896],100,1000
3,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],1000,0.001
3,sigmoid,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],1000,0.01
3,sigmoid,[ 0.91237113  0.88834951],[ 0.885  0.915],[ 0.89847716  0.90147783],1000,0.1
3,sigmoid,[ 0.86069652  0.86432161],[ 0.865  0.86 ],[ 0.86284289  0.86215539],1000,1
3,sigmoid,[ 0.27411168  0.28078818],[ 0.27   0.285],[ 0.2720403   0.28287841],1000,10
3,sigmoid,[ 0.33838384  0.34158416],[ 0.335  0.345],[ 0.33668342  0.34328358],1000,100
3,sigmoid,[ 0.35353535  0.35643564],[ 0.35  0.36],[ 0.35175879  0.35820896],1000,1000
3,rbf,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.01,0.001
3,rbf,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.01,0.01
3,rbf,[ 0.91891892  0.86046512],[ 0.85   0.925],[ 0.88311688  0.89156627],0.01,0.1
3,rbf,[ 0.92265193  0.84931507],[ 0.835  0.93 ],[ 0.87664042  0.88782816],0.01,1
3,rbf,[ 0.92391304  0.86111111],[ 0.85  0.93],[ 0.88541667  0.89423077],0.01,10
3,rbf,[ 0.95302013  0.7689243 ],[ 0.71   0.965],[ 0.81375358  0.85587583],0.01,100
3,rbf,[ 0.61237785  0.87096774],[ 0.94   0.405],[ 0.74161736  0.55290102],0.01,1000
3,rbf,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.1,0.001
3,rbf,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],0.1,0.01
3,rbf,[ 0.92265193  0.84931507],[ 0.835  0.93 ],[ 0.87664042  0.88782816],0.1,0.1
3,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],0.1,1
3,rbf,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],0.1,10
3,rbf,[ 0.91534392  0.87203791],[ 0.865  0.92 ],[ 0.88946015  0.89537713],0.1,100
3,rbf,[ 0.80269058  0.88135593],[ 0.895  0.78 ],[ 0.8463357   0.82758621],0.1,1000
3,rbf,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],1,0.001
3,rbf,[ 0.92265193  0.84931507],[ 0.835  0.93 ],[ 0.87664042  0.88782816],1,0.01
3,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],1,0.1
3,rbf,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],1,1
3,rbf,[ 0.89949749  0.89552239],[ 0.895  0.9  ],[ 0.89724311  0.89775561],1,10
3,rbf,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],1,100
3,rbf,[ 0.91719745  0.76954733],[ 0.72   0.935],[ 0.80672269  0.84424379],1,1000
3,rbf,[ 0.92265193  0.84931507],[ 0.835  0.93 ],[ 0.87664042  0.88782816],10,0.001
3,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],10,0.01
3,rbf,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],10,0.1
3,rbf,[ 0.92063492  0.87677725],[ 0.87   0.925],[ 0.89460154  0.90024331],10,1
3,rbf,[ 0.8989899   0.89108911],[ 0.89  0.9 ],[ 0.89447236  0.89552239],10,10
3,rbf,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],10,100
3,rbf,[ 0.8969697  0.7787234],[ 0.74   0.915],[ 0.8109589   0.84137931],10,1000
3,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],100,0.001
3,rbf,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],100,0.01
3,rbf,[ 0.92063492  0.87677725],[ 0.87   0.925],[ 0.89460154  0.90024331],100,0.1
3,rbf,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],100,1
3,rbf,[ 0.8989899   0.89108911],[ 0.89  0.9 ],[ 0.89447236  0.89552239],100,10
3,rbf,[ 0.88709677  0.8364486 ],[ 0.825  0.895],[ 0.85492228  0.8647343 ],100,100
3,rbf,[ 0.89634146  0.77542373],[ 0.735  0.915],[ 0.80769231  0.83944954],100,1000
3,rbf,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],1000,0.001
3,rbf,[ 0.92105263  0.88095238],[ 0.875  0.925],[ 0.8974359   0.90243902],1000,0.01
3,rbf,[ 0.92473118  0.86915888],[ 0.86  0.93],[ 0.89119171  0.89855072],1000,0.1
3,rbf,[ 0.9040404  0.8960396],[ 0.895  0.905],[ 0.89949749  0.90049751],1000,1
3,rbf,[ 0.89393939  0.88613861],[ 0.885  0.895],[ 0.88944724  0.89054726],1000,10
3,rbf,[ 0.86631016  0.82159624],[ 0.81   0.875],[ 0.8372093   0.84745763],1000,100
3,rbf,[ 0.89156627  0.77777778],[ 0.74  0.91],[ 0.80874317  0.83870968],1000,1000
4,linear,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],0.01
4,linear,[ 0.92391304  0.86111111],[ 0.85  0.93],[ 0.88541667  0.89423077],0.1
4,linear,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],1
4,linear,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],10
4,linear,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],100
4,linear,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],1000
4,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.001
4,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.01
4,sigmoid,[ 0.9197861  0.8685446],[ 0.86   0.925],[ 0.88888889  0.89588378],0.01,0.1
4,sigmoid,[ 0.94545455  0.81276596],[ 0.78   0.955],[ 0.85479452  0.87816092],0.01,1
4,sigmoid,[ 0.37869822  0.41125541],[ 0.32   0.475],[ 0.34688347  0.44083527],0.01,10
4,sigmoid,[ 0.50578035  0.53703704],[ 0.875  0.145],[ 0.64102564  0.22834646],0.01,100
4,sigmoid,[ 0.5  0.5],[ 0.99  0.01],[ 0.66442953  0.01960784],0.01,1000
4,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.001
4,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.01
4,sigmoid,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],0.1,0.1
4,sigmoid,[ 0.92777778  0.85      ],[ 0.835  0.935],[ 0.87894737  0.89047619],0.1,1
4,sigmoid,[ 0.25252525  0.25742574],[ 0.25  0.26],[ 0.25125628  0.25870647],0.1,10
4,sigmoid,[ 0.38697318  0.28776978],[ 0.505  0.2  ],[ 0.43817787  0.2359882 ],0.1,100
4,sigmoid,[ 0.45510836  0.31168831],[ 0.735  0.12 ],[ 0.56214149  0.1732852 ],0.1,1000
4,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],1,0.001
4,sigmoid,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],1,0.01
4,sigmoid,[ 0.92391304  0.86111111],[ 0.85  0.93],[ 0.88541667  0.89423077],1,0.1
4,sigmoid,[ 0.90217391  0.84259259],[ 0.83  0.91],[ 0.86458333  0.875     ],1,1
4,sigmoid,[ 0.22513089  0.24880383],[ 0.215  0.26 ],[ 0.21994885  0.25427873],1,10
4,sigmoid,[ 0.32211538  0.30729167],[ 0.335  0.295],[ 0.32843137  0.30102041],1,100
4,sigmoid,[ 0.39285714  0.36363636],[ 0.44  0.32],[ 0.41509434  0.34042553],1,1000
4,sigmoid,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],10,0.001
4,sigmoid,[ 0.92391304  0.86111111],[ 0.85  0.93],[ 0.88541667  0.89423077],10,0.01
4,sigmoid,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],10,0.1
4,sigmoid,[ 0.86602871  0.90052356],[ 0.905  0.86 ],[ 0.88508557  0.8797954 ],10,1
4,sigmoid,[ 0.22513089  0.24880383],[ 0.215  0.26 ],[ 0.21994885  0.25427873],10,10
4,sigmoid,[ 0.31553398  0.30412371],[ 0.325  0.295],[ 0.32019704  0.29949239],10,100
4,sigmoid,[ 0.375       0.35326087],[ 0.405  0.325],[ 0.38942308  0.33854167],10,1000
4,sigmoid,[ 0.92391304  0.86111111],[ 0.85  0.93],[ 0.88541667  0.89423077],100,0.001
4,sigmoid,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],100,0.01
4,sigmoid,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],100,0.1
4,sigmoid,[ 0.85365854  0.87179487],[ 0.875  0.85 ],[ 0.86419753  0.86075949],100,1
4,sigmoid,[ 0.22105263  0.24761905],[ 0.21  0.26],[ 0.21538462  0.25365854],100,10
4,sigmoid,[ 0.31553398  0.30412371],[ 0.325  0.295],[ 0.32019704  0.29949239],100,100
4,sigmoid,[ 0.375       0.35326087],[ 0.405  0.325],[ 0.38942308  0.33854167],100,1000
4,sigmoid,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],1000,0.001
4,sigmoid,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],1000,0.01
4,sigmoid,[ 0.91326531  0.89705882],[ 0.895  0.915],[ 0.9040404   0.90594059],1000,0.1
4,sigmoid,[ 0.84102564  0.82439024],[ 0.82   0.845],[ 0.83037975  0.8345679 ],1000,1
4,sigmoid,[ 0.22105263  0.24761905],[ 0.21  0.26],[ 0.21538462  0.25365854],1000,10
4,sigmoid,[ 0.31553398  0.30412371],[ 0.325  0.295],[ 0.32019704  0.29949239],1000,100
4,sigmoid,[ 0.375       0.35326087],[ 0.405  0.325],[ 0.38942308  0.33854167],1000,1000
4,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.001
4,rbf,[ 0.9197861  0.8685446],[ 0.86   0.925],[ 0.88888889  0.89588378],0.01,0.01
4,rbf,[ 0.9197861  0.8685446],[ 0.86   0.925],[ 0.88888889  0.89588378],0.01,0.1
4,rbf,[ 0.92265193  0.84931507],[ 0.835  0.93 ],[ 0.87664042  0.88782816],0.01,1
4,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],0.01,10
4,rbf,[ 0.93478261  0.72900763],[ 0.645  0.955],[ 0.76331361  0.82683983],0.01,100
4,rbf,[ 0.5480226   0.86956522],[ 0.97  0.2 ],[ 0.70036101  0.32520325],0.01,1000
4,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.001
4,rbf,[ 0.9197861  0.8685446],[ 0.86   0.925],[ 0.88888889  0.89588378],0.1,0.01
4,rbf,[ 0.92777778  0.85      ],[ 0.835  0.935],[ 0.87894737  0.89047619],0.1,0.1
4,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],0.1,1
4,rbf,[ 0.9040404  0.8960396],[ 0.895  0.905],[ 0.89949749  0.90049751],0.1,10
4,rbf,[ 0.91005291  0.86729858],[ 0.86   0.915],[ 0.88431877  0.89051095],0.1,100
4,rbf,[ 0.88505747  0.79646018],[ 0.77  0.9 ],[ 0.82352941  0.84507042],0.1,1000
4,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],1,0.001
4,rbf,[ 0.92777778  0.85      ],[ 0.835  0.935],[ 0.87894737  0.89047619],1,0.01
4,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],1,0.1
4,rbf,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],1,1
4,rbf,[ 0.9  0.9],[ 0.9  0.9],[ 0.9  0.9],1,10
4,rbf,[ 0.8877551   0.87254902],[ 0.87  0.89],[ 0.87878788  0.88118812],1,100
4,rbf,[ 0.88505747  0.79646018],[ 0.77  0.9 ],[ 0.82352941  0.84507042],1,1000
4,rbf,[ 0.92777778  0.85      ],[ 0.835  0.935],[ 0.87894737  0.89047619],10,0.001
4,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],10,0.01
4,rbf,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],10,0.1
4,rbf,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],10,1
4,rbf,[ 0.895  0.895],[ 0.895  0.895],[ 0.895  0.895],10,10
4,rbf,[ 0.85643564  0.86363636],[ 0.865  0.855],[ 0.86069652  0.85929648],10,100
4,rbf,[ 0.87719298  0.78165939],[ 0.75   0.895],[ 0.80862534  0.83449883],10,1000
4,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],100,0.001
4,rbf,[ 0.91237113  0.88834951],[ 0.885  0.915],[ 0.89847716  0.90147783],100,0.01
4,rbf,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],100,0.1
4,rbf,[ 0.91326531  0.89705882],[ 0.895  0.915],[ 0.9040404   0.90594059],100,1
4,rbf,[ 0.8877551   0.87254902],[ 0.87  0.89],[ 0.87878788  0.88118812],100,10
4,rbf,[ 0.83673469  0.82352941],[ 0.82  0.84],[ 0.82828283  0.83168317],100,100
4,rbf,[ 0.86309524  0.76293103],[ 0.725  0.885],[ 0.78804348  0.81944444],100,1000
4,rbf,[ 0.91237113  0.88834951],[ 0.885  0.915],[ 0.89847716  0.90147783],1000,0.001
4,rbf,[ 0.9119171   0.88405797],[ 0.88   0.915],[ 0.8956743  0.8992629],1000,0.01
4,rbf,[ 0.90957447  0.86320755],[ 0.855  0.915],[ 0.8814433   0.88834951],1000,0.1
4,rbf,[ 0.89108911  0.8989899 ],[ 0.9   0.89],[ 0.89552239  0.89447236],1000,1
4,rbf,[ 0.88324873  0.87192118],[ 0.87   0.885],[ 0.87657431  0.87841191],1000,10
4,rbf,[ 0.83510638  0.79716981],[ 0.785  0.845],[ 0.80927835  0.82038835],1000,100
4,rbf,[ 0.86144578  0.75641026],[ 0.715  0.885],[ 0.78142077  0.8156682 ],1000,1000
5,linear,[ 0.92349727  0.85714286],[ 0.845  0.93 ],[ 0.88250653  0.89208633],0.01
5,linear,[ 0.92473118  0.86915888],[ 0.86  0.93],[ 0.89119171  0.89855072],0.1
5,linear,[ 0.91623037  0.88038278],[ 0.875  0.92 ],[ 0.89514066  0.8997555 ],1
5,linear,[ 0.90206186  0.87864078],[ 0.875  0.905],[ 0.88832487  0.89162562],10
5,linear,[ 0.9025641   0.88292683],[ 0.88   0.905],[ 0.89113924  0.89382716],100
5,linear,[ 0.9025641   0.88292683],[ 0.88   0.905],[ 0.89113924  0.89382716],1000
5,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.001
5,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.01
5,sigmoid,[ 0.9197861  0.8685446],[ 0.86   0.925],[ 0.88888889  0.89588378],0.01,0.1
5,sigmoid,[ 0.93333333  0.80425532],[ 0.77   0.945],[ 0.84383562  0.86896552],0.01,1
5,sigmoid,[ 0.34730539  0.39055794],[ 0.29   0.455],[ 0.31607629  0.42032333],0.01,10
5,sigmoid,[ 0.50439883  0.52542373],[ 0.86   0.155],[ 0.63585952  0.23938224],0.01,100
5,sigmoid,[ 0.49618321  0.28571429],[ 0.975  0.01 ],[ 0.65767285  0.01932367],0.01,1000
5,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.001
5,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.01
5,sigmoid,[ 0.92349727  0.85714286],[ 0.845  0.93 ],[ 0.88250653  0.89208633],0.1,0.1
5,sigmoid,[ 0.92655367  0.83856502],[ 0.82   0.935],[ 0.87002653  0.88416076],0.1,1
5,sigmoid,[ 0.25510204  0.26470588],[ 0.25  0.27],[ 0.25252525  0.26732673],0.1,10
5,sigmoid,[ 0.38022814  0.27007299],[ 0.5    0.185],[ 0.43196544  0.21958457],0.1,100
5,sigmoid,[ 0.4601227   0.32432432],[ 0.75  0.12],[ 0.57034221  0.17518248],0.1,1000
5,sigmoid,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],1,0.001
5,sigmoid,[ 0.92349727  0.85714286],[ 0.845  0.93 ],[ 0.88250653  0.89208633],1,0.01
5,sigmoid,[ 0.92473118  0.86915888],[ 0.86  0.93],[ 0.89119171  0.89855072],1,0.1
5,sigmoid,[ 0.91208791  0.8440367 ],[ 0.83  0.92],[ 0.86910995  0.88038278],1,1
5,sigmoid,[ 0.22751323  0.25592417],[ 0.215  0.27 ],[ 0.22107969  0.26277372],1,10
5,sigmoid,[ 0.33502538  0.33990148],[ 0.33   0.345],[ 0.3324937   0.34243176],1,100
5,sigmoid,[ 0.385  0.385],[ 0.385  0.385],[ 0.385  0.385],1,1000
5,sigmoid,[ 0.92349727  0.85714286],[ 0.845  0.93 ],[ 0.88250653  0.89208633],10,0.001
5,sigmoid,[ 0.92473118  0.86915888],[ 0.86  0.93],[ 0.89119171  0.89855072],10,0.01
5,sigmoid,[ 0.91623037  0.88038278],[ 0.875  0.92 ],[ 0.89514066  0.8997555 ],10,0.1
5,sigmoid,[ 0.85365854  0.87179487],[ 0.875  0.85 ],[ 0.86419753  0.86075949],10,1
5,sigmoid,[ 0.22751323  0.25592417],[ 0.215  0.27 ],[ 0.22107969  0.26277372],10,10
5,sigmoid,[ 0.33507853  0.3492823 ],[ 0.32   0.365],[ 0.32736573  0.35696822],10,100
5,sigmoid,[ 0.38743455  0.39712919],[ 0.37   0.415],[ 0.37851662  0.40586797],10,1000
5,sigmoid,[ 0.92473118  0.86915888],[ 0.86  0.93],[ 0.89119171  0.89855072],100,0.001
5,sigmoid,[ 0.91623037  0.88038278],[ 0.875  0.92 ],[ 0.89514066  0.8997555 ],100,0.01
5,sigmoid,[ 0.9025641   0.88292683],[ 0.88   0.905],[ 0.89113924  0.89382716],100,0.1
5,sigmoid,[ 0.85  0.85],[ 0.85  0.85],[ 0.85  0.85],100,1
5,sigmoid,[ 0.22751323  0.25592417],[ 0.215  0.27 ],[ 0.22107969  0.26277372],100,10
5,sigmoid,[ 0.33507853  0.3492823 ],[ 0.32   0.365],[ 0.32736573  0.35696822],100,100
5,sigmoid,[ 0.38743455  0.39712919],[ 0.37   0.415],[ 0.37851662  0.40586797],100,1000
5,sigmoid,[ 0.91623037  0.88038278],[ 0.875  0.92 ],[ 0.89514066  0.8997555 ],1000,0.001
5,sigmoid,[ 0.90206186  0.87864078],[ 0.875  0.905],[ 0.88832487  0.89162562],1000,0.01
5,sigmoid,[ 0.8989899   0.89108911],[ 0.89  0.9 ],[ 0.89447236  0.89552239],1000,0.1
5,sigmoid,[ 0.84693878  0.83333333],[ 0.83  0.85],[ 0.83838384  0.84158416],1000,1
5,sigmoid,[ 0.22751323  0.25592417],[ 0.215  0.27 ],[ 0.22107969  0.26277372],1000,10
5,sigmoid,[ 0.33507853  0.3492823 ],[ 0.32   0.365],[ 0.32736573  0.35696822],1000,100
5,sigmoid,[ 0.390625    0.39903846],[ 0.375  0.415],[ 0.38265306  0.40686275],1000,1000
5,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.001
5,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.01,0.01
5,rbf,[ 0.92432432  0.86511628],[ 0.855  0.93 ],[ 0.88831169  0.89638554],0.01,0.1
5,rbf,[ 0.92222222  0.84545455],[ 0.83  0.93],[ 0.87368421  0.88571429],0.01,1
5,rbf,[ 0.92513369  0.87323944],[ 0.865  0.93 ],[ 0.89405685  0.90072639],0.01,10
5,rbf,[ 0.93288591  0.75697211],[ 0.695  0.95 ],[ 0.7965616   0.84257206],0.01,100
5,rbf,[ 0.53296703  0.83333333],[ 0.97  0.15],[ 0.68794326  0.25423729],0.01,1000
5,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.001
5,rbf,[ 0.92021277  0.87264151],[ 0.865  0.925],[ 0.89175258  0.89805825],0.1,0.01
5,rbf,[ 0.92178771  0.84162896],[ 0.825  0.93 ],[ 0.8707124   0.88361045],0.1,0.1
5,rbf,[ 0.92513369  0.87323944],[ 0.865  0.93 ],[ 0.89405685  0.90072639],0.1,1
5,rbf,[ 0.90769231  0.88780488],[ 0.885  0.91 ],[ 0.89620253  0.89876543],0.1,10
5,rbf,[ 0.90909091  0.85915493],[ 0.85   0.915],[ 0.87855297  0.88619855],0.1,100
5,rbf,[ 0.80454545  0.87222222],[ 0.885  0.785],[ 0.84285714  0.82631579],0.1,1000
