ITER,KERNEL,PRECISION,RECALL,F-SCORE,C,GAMMA
37,rbf,[ 0.86885246  0.81105991],[ 0.795  0.88 ],[ 0.83028721  0.8441247 ],1,1000
37,rbf,[ 0.91935484  0.86448598],[ 0.855  0.925],[ 0.88601036  0.89371981],10,0.001
37,rbf,[ 0.92105263  0.88095238],[ 0.875  0.925],[ 0.8974359   0.90243902],10,0.01
37,rbf,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],10,0.1
37,rbf,[ 0.91878173  0.90640394],[ 0.905  0.92 ],[ 0.91183879  0.91315136],10,1
37,rbf,[ 0.88405797  0.9119171 ],[ 0.915  0.88 ],[ 0.8992629  0.8956743],10,10
37,rbf,[ 0.86057692  0.890625  ],[ 0.895  0.855],[ 0.87745098  0.87244898],10,100
37,rbf,[ 0.86772487  0.82938389],[ 0.82   0.875],[ 0.84318766  0.85158151],10,1000
37,rbf,[ 0.92105263  0.88095238],[ 0.875  0.925],[ 0.8974359   0.90243902],100,0.001
37,rbf,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],100,0.01
37,rbf,[ 0.9040404  0.8960396],[ 0.895  0.905],[ 0.89949749  0.90049751],100,0.1
37,rbf,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],100,1
37,rbf,[ 0.87439614  0.9015544 ],[ 0.905  0.87 ],[ 0.88943489  0.88549618],100,10
37,rbf,[ 0.84466019  0.86597938],[ 0.87  0.84],[ 0.85714286  0.85279188],100,100
37,rbf,[ 0.84324324  0.79534884],[ 0.78   0.855],[ 0.81038961  0.82409639],100,1000
37,rbf,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],1000,0.001
37,rbf,[ 0.90452261  0.90049751],[ 0.9    0.905],[ 0.90225564  0.90274314],1000,0.01
37,rbf,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],1000,0.1
37,rbf,[ 0.88780488  0.90769231],[ 0.91   0.885],[ 0.89876543  0.89620253],1000,1
37,rbf,[ 0.86956522  0.89637306],[ 0.9    0.865],[ 0.88452088  0.88040712],1000,10
37,rbf,[ 0.84729064  0.85786802],[ 0.86   0.845],[ 0.85359801  0.85138539],1000,100
37,rbf,[ 0.83888889  0.77727273],[ 0.755  0.855],[ 0.79473684  0.81428571],1000,1000
38,linear,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.01
38,linear,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],0.1
38,linear,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],1
38,linear,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],10
38,linear,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],100
38,linear,[ 0.921875    0.88942308],[ 0.885  0.925],[ 0.90306122  0.90686275],1000
38,sigmoid,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.01,0.001
38,sigmoid,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.01,0.01
38,sigmoid,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],0.01,0.1
38,sigmoid,[ 0.95783133  0.82478632],[ 0.795  0.965],[ 0.86885246  0.88940092],0.01,1
38,sigmoid,[ 0.34946237  0.36915888],[ 0.325  0.395],[ 0.33678756  0.38164251],0.01,10
38,sigmoid,[ 0.52034884  0.625     ],[ 0.895  0.175],[ 0.65808824  0.2734375 ],0.01,100
38,sigmoid,[ 0.50251256  1.        ],[ 1.    0.01],[ 0.66889632  0.01980198],0.01,1000
38,sigmoid,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.1,0.001
38,sigmoid,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.1,0.01
38,sigmoid,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.1,0.1
38,sigmoid,[ 0.94444444  0.86363636],[ 0.85  0.95],[ 0.89473684  0.9047619 ],0.1,1
38,sigmoid,[ 0.27962085  0.25396825],[ 0.295  0.24 ],[ 0.28710462  0.24678663],0.1,10
38,sigmoid,[ 0.39338235  0.2734375 ],[ 0.535  0.175],[ 0.45338983  0.21341463],0.1,100
38,sigmoid,[ 0.45686901  0.34482759],[ 0.715  0.15 ],[ 0.55750487  0.20905923],0.1,1000
38,sigmoid,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],1,0.001
38,sigmoid,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],1,0.01
38,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],1,0.1
38,sigmoid,[ 0.91803279  0.85253456],[ 0.84   0.925],[ 0.8772846   0.88729017],1,1
38,sigmoid,[ 0.25123153  0.24365482],[ 0.255  0.24 ],[ 0.25310174  0.2418136 ],1,10
38,sigmoid,[ 0.32512315  0.31979695],[ 0.33   0.315],[ 0.32754342  0.31738035],1,100
38,sigmoid,[ 0.34848485  0.35148515],[ 0.345  0.355],[ 0.34673367  0.35323383],1,1000
38,sigmoid,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],10,0.001
38,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],10,0.01
38,sigmoid,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],10,0.1
38,sigmoid,[ 0.8817734   0.89340102],[ 0.895  0.88 ],[ 0.88833747  0.88664987],10,1
38,sigmoid,[ 0.25123153  0.24365482],[ 0.255  0.24 ],[ 0.25310174  0.2418136 ],10,10
38,sigmoid,[ 0.315  0.315],[ 0.315  0.315],[ 0.315  0.315],10,100
38,sigmoid,[ 0.34210526  0.35714286],[ 0.325  0.375],[ 0.33333333  0.36585366],10,1000
38,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],100,0.001
38,sigmoid,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],100,0.01
38,sigmoid,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],100,0.1
38,sigmoid,[ 0.81067961  0.82989691],[ 0.835  0.805],[ 0.8226601   0.81725888],100,1
38,sigmoid,[ 0.25123153  0.24365482],[ 0.255  0.24 ],[ 0.25310174  0.2418136 ],100,10
38,sigmoid,[ 0.32178218  0.31818182],[ 0.325  0.315],[ 0.32338308  0.31658291],100,100
38,sigmoid,[ 0.34210526  0.35714286],[ 0.325  0.375],[ 0.33333333  0.36585366],100,1000
38,sigmoid,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],1000,0.001
38,sigmoid,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],1000,0.01
38,sigmoid,[ 0.91326531  0.89705882],[ 0.895  0.915],[ 0.9040404   0.90594059],1000,0.1
38,sigmoid,[ 0.8814433  0.8592233],[ 0.855  0.885],[ 0.8680203   0.87192118],1000,1
38,sigmoid,[ 0.25123153  0.24365482],[ 0.255  0.24 ],[ 0.25310174  0.2418136 ],1000,10
38,sigmoid,[ 0.32178218  0.31818182],[ 0.325  0.315],[ 0.32338308  0.31658291],1000,100
38,sigmoid,[ 0.34210526  0.35714286],[ 0.325  0.375],[ 0.33333333  0.36585366],1000,1000
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.01,0.001
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.01,0.01
38,rbf,[ 0.93617021  0.88679245],[ 0.88  0.94],[ 0.90721649  0.91262136],0.01,0.1
38,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.01,1
38,rbf,[ 0.94086022  0.88317757],[ 0.875  0.945],[ 0.90673575  0.91304348],0.01,10
38,rbf,[ 0.95774648  0.75193798],[ 0.68  0.97],[ 0.79532164  0.84716157],0.01,100
38,rbf,[ 0.93877551  0.75494071],[ 0.69   0.955],[ 0.79538905  0.84326711],0.01,1000
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.1,0.001
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],0.1,0.01
38,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.1,0.1
38,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],0.1,1
38,rbf,[ 0.92268041  0.89805825],[ 0.895  0.925],[ 0.90862944  0.91133005],0.1,10
38,rbf,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],0.1,100
38,rbf,[ 0.96774194  0.71014493],[ 0.6   0.98],[ 0.74074074  0.82352941],0.1,1000
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],1,0.001
38,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],1,0.01
38,rbf,[ 0.94021739  0.875     ],[ 0.865  0.945],[ 0.90104167  0.90865385],1,0.1
38,rbf,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1,1
38,rbf,[ 0.90862944  0.89655172],[ 0.895  0.91 ],[ 0.90176322  0.90322581],1,10
38,rbf,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],1,100
38,rbf,[ 0.90532544  0.7965368 ],[ 0.765  0.92 ],[ 0.82926829  0.85382831],1,1000
38,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],10,0.001
38,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],10,0.01
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],10,0.1
38,rbf,[ 0.93229167  0.89903846],[ 0.895  0.935],[ 0.91326531  0.91666667],10,1
38,rbf,[ 0.91370558  0.90147783],[ 0.9    0.915],[ 0.90680101  0.90818859],10,10
38,rbf,[ 0.921875    0.88942308],[ 0.885  0.925],[ 0.90306122  0.90686275],10,100
38,rbf,[ 0.89204545  0.80803571],[ 0.785  0.905],[ 0.83510638  0.85377358],10,1000
38,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],100,0.001
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],100,0.01
38,rbf,[ 0.92105263  0.88095238],[ 0.875  0.925],[ 0.8974359   0.90243902],100,0.1
38,rbf,[ 0.92227979  0.89371981],[ 0.89   0.925],[ 0.90585242  0.90909091],100,1
38,rbf,[ 0.91326531  0.89705882],[ 0.895  0.915],[ 0.9040404   0.90594059],100,10
38,rbf,[ 0.885  0.885],[ 0.885  0.885],[ 0.885  0.885],100,100
38,rbf,[ 0.88505747  0.79646018],[ 0.77  0.9 ],[ 0.82352941  0.84507042],100,1000
38,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],1000,0.001
38,rbf,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],1000,0.01
38,rbf,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],1000,0.1
38,rbf,[ 0.91794872  0.89756098],[ 0.895  0.92 ],[ 0.90632911  0.90864198],1000,1
38,rbf,[ 0.91836735  0.90196078],[ 0.9   0.92],[ 0.90909091  0.91089109],1000,10
38,rbf,[ 0.87684729  0.88832487],[ 0.89   0.875],[ 0.88337469  0.88161209],1000,100
38,rbf,[ 0.875       0.77155172],[ 0.735  0.895],[ 0.79891304  0.8287037 ],1000,1000
39,linear,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],0.01
39,linear,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],0.1
39,linear,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1
39,linear,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],10
39,linear,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],100
39,linear,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],1000
39,sigmoid,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.01,0.001
39,sigmoid,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.01,0.01
39,sigmoid,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.01,0.1
39,sigmoid,[ 0.95541401  0.79423868],[ 0.75   0.965],[ 0.84033613  0.87133183],0.01,1
39,sigmoid,[ 0.37777778  0.4       ],[ 0.34  0.44],[ 0.35789474  0.41904762],0.01,10
39,sigmoid,[ 0.51632047  0.58730159],[ 0.87   0.185],[ 0.64804469  0.28136882],0.01,100
39,sigmoid,[ 0.50125945  0.66666667],[ 0.995  0.01 ],[ 0.66666667  0.01970443],0.01,1000
39,sigmoid,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.1,0.001
39,sigmoid,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.1,0.01
39,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],0.1,0.1
39,sigmoid,[ 0.93820225  0.85135135],[ 0.835  0.945],[ 0.88359788  0.8957346 ],0.1,1
39,sigmoid,[ 0.29951691  0.28497409],[ 0.31   0.275],[ 0.3046683   0.27989822],0.1,10
39,sigmoid,[ 0.37647059  0.28275862],[ 0.48   0.205],[ 0.42197802  0.23768116],0.1,100
39,sigmoid,[ 0.434375  0.2375  ],[ 0.695  0.095],[ 0.53461538  0.13571429],0.1,1000
39,sigmoid,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],1,0.001
39,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],1,0.01
39,sigmoid,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],1,0.1
39,sigmoid,[ 0.9076087   0.84722222],[ 0.835  0.915],[ 0.86979167  0.87980769],1,1
39,sigmoid,[ 0.27135678  0.27363184],[ 0.27   0.275],[ 0.27067669  0.27431421],1,10
39,sigmoid,[ 0.2974359   0.30731707],[ 0.29   0.315],[ 0.29367089  0.31111111],1,100
39,sigmoid,[ 0.38020833  0.38942308],[ 0.365  0.405],[ 0.37244898  0.39705882],1,1000
39,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],10,0.001
39,sigmoid,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],10,0.01
39,sigmoid,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],10,0.1
39,sigmoid,[ 0.86729858  0.91005291],[ 0.915  0.86 ],[ 0.89051095  0.88431877],10,1
39,sigmoid,[ 0.27135678  0.27363184],[ 0.27   0.275],[ 0.27067669  0.27431421],10,10
39,sigmoid,[ 0.29533679  0.30917874],[ 0.285  0.32 ],[ 0.29007634  0.31449631],10,100
39,sigmoid,[ 0.38121547  0.40182648],[ 0.345  0.44 ],[ 0.36220472  0.42004773],10,1000
39,sigmoid,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],100,0.001
39,sigmoid,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],100,0.01
39,sigmoid,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],100,0.1
39,sigmoid,[ 0.86206897  0.87309645],[ 0.875  0.86 ],[ 0.86848635  0.86649874],100,1
39,sigmoid,[ 0.27135678  0.27363184],[ 0.27   0.275],[ 0.27067669  0.27431421],100,10
39,sigmoid,[ 0.29533679  0.30917874],[ 0.285  0.32 ],[ 0.29007634  0.31449631],100,100
39,sigmoid,[ 0.38121547  0.40182648],[ 0.345  0.44 ],[ 0.36220472  0.42004773],100,1000
39,sigmoid,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1000,0.001
39,sigmoid,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],1000,0.01
39,sigmoid,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],1000,0.1
39,sigmoid,[ 0.86567164  0.86934673],[ 0.87   0.865],[ 0.86783042  0.86716792],1000,1
39,sigmoid,[ 0.27135678  0.27363184],[ 0.27   0.275],[ 0.27067669  0.27431421],1000,10
39,sigmoid,[ 0.296875  0.3125  ],[ 0.285  0.325],[ 0.29081633  0.31862745],1000,100
39,sigmoid,[ 0.37777778  0.4       ],[ 0.34  0.44],[ 0.35789474  0.41904762],1000,1000
39,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.01,0.001
39,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.01,0.01
39,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.1
39,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.01,1
39,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],0.01,10
39,rbf,[ 0.95597484  0.80082988],[ 0.76   0.965],[ 0.84679666  0.87528345],0.01,100
39,rbf,[ 0.53116531  0.87096774],[ 0.98   0.135],[ 0.68892794  0.23376623],0.01,1000
39,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.1,0.001
39,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],0.1,0.01
39,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.1,0.1
39,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],0.1,1
39,rbf,[ 0.91836735  0.90196078],[ 0.9   0.92],[ 0.90909091  0.91089109],0.1,10
39,rbf,[ 0.92063492  0.87677725],[ 0.87   0.925],[ 0.89460154  0.90024331],0.1,100
39,rbf,[ 0.7654321   0.91082803],[ 0.93   0.715],[ 0.83972912  0.80112045],0.1,1000
39,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],1,0.001
39,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],1,0.01
39,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],1,0.1
39,rbf,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1,1
39,rbf,[ 0.91414141  0.90594059],[ 0.905  0.915],[ 0.90954774  0.91044776],1,10
39,rbf,[ 0.91282051  0.89268293],[ 0.89   0.915],[ 0.90126582  0.9037037 ],1,100
39,rbf,[ 0.91071429  0.79741379],[ 0.765  0.925],[ 0.83152174  0.85648148],1,1000
39,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],10,0.001
39,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],10,0.01
39,rbf,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],10,0.1
39,rbf,[ 0.93193717  0.89473684],[ 0.89   0.935],[ 0.91048593  0.91442543],10,1
39,rbf,[ 0.91457286  0.91044776],[ 0.91   0.915],[ 0.9122807  0.9127182],10,10
39,rbf,[ 0.89949749  0.89552239],[ 0.895  0.9  ],[ 0.89724311  0.89775561],10,100
39,rbf,[ 0.89534884  0.79824561],[ 0.77  0.91],[ 0.82795699  0.85046729],10,1000
39,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],100,0.001
39,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],100,0.01
39,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],100,0.1
39,rbf,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],100,1
39,rbf,[ 0.91878173  0.90640394],[ 0.905  0.92 ],[ 0.91183879  0.91315136],100,10
39,rbf,[ 0.91397849  0.85981308],[ 0.85  0.92],[ 0.88082902  0.88888889],100,100
39,rbf,[ 0.89534884  0.79824561],[ 0.77  0.91],[ 0.82795699  0.85046729],100,1000
39,rbf,[ 0.93157895  0.89047619],[ 0.885  0.935],[ 0.90769231  0.91219512],1000,0.001
39,rbf,[ 0.92670157  0.88995215],[ 0.885  0.93 ],[ 0.90537084  0.90953545],1000,0.01
39,rbf,[ 0.93010753  0.87383178],[ 0.865  0.935],[ 0.89637306  0.90338164],1000,0.1
39,rbf,[ 0.91836735  0.90196078],[ 0.9   0.92],[ 0.90909091  0.91089109],1000,1
39,rbf,[ 0.91370558  0.90147783],[ 0.9    0.915],[ 0.90680101  0.90818859],1000,10
39,rbf,[ 0.86597938  0.84466019],[ 0.84  0.87],[ 0.85279188  0.85714286],1000,100
39,rbf,[ 0.87931034  0.7920354 ],[ 0.765  0.895],[ 0.81818182  0.84037559],1000,1000
40,linear,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],0.01
40,linear,[ 0.9281768   0.85388128],[ 0.84   0.935],[ 0.88188976  0.89260143],0.1
40,linear,[ 0.90909091  0.85915493],[ 0.85   0.915],[ 0.87855297  0.88619855],1
40,linear,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],10
40,linear,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],100
40,linear,[ 0.89417989  0.85308057],[ 0.845  0.9  ],[ 0.8688946   0.87591241],1000
40,sigmoid,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],0.01,0.001
40,sigmoid,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],0.01,0.01
40,sigmoid,[ 0.91304348  0.85185185],[ 0.84  0.92],[ 0.875       0.88461538],0.01,0.1
40,sigmoid,[ 0.9483871   0.78367347],[ 0.735  0.96 ],[ 0.82816901  0.86292135],0.01,1
40,sigmoid,[ 0.39634146  0.4279661 ],[ 0.325  0.505],[ 0.35714286  0.46330275],0.01,10
40,sigmoid,[ 0.5  0.5],[ 0.85  0.15],[ 0.62962963  0.23076923],0.01,100
40,sigmoid,[ 0.49873418  0.4       ],[ 0.985  0.01 ],[ 0.66218487  0.0195122 ],0.01,1000
40,sigmoid,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],0.1,0.001
40,sigmoid,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],0.1,0.01
40,sigmoid,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],0.1,0.1
40,sigmoid,[ 0.93181818  0.83928571],[ 0.82  0.94],[ 0.87234043  0.88679245],0.1,1
40,sigmoid,[ 0.31132075  0.28723404],[ 0.33  0.27],[ 0.32038835  0.27835052],0.1,10
40,sigmoid,[ 0.37837838  0.27659574],[ 0.49   0.195],[ 0.42701525  0.228739  ],0.1,100
40,sigmoid,[ 0.4522293  0.3255814],[ 0.71  0.14],[ 0.55252918  0.1958042 ],0.1,1000
40,sigmoid,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],1,0.001
40,sigmoid,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],1,0.01
40,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],1,0.1
40,sigmoid,[ 0.88586957  0.8287037 ],[ 0.815  0.895],[ 0.84895833  0.86057692],1,1
40,sigmoid,[ 0.27941176  0.27040816],[ 0.285  0.265],[ 0.28217822  0.26767677],1,10
40,sigmoid,[ 0.35175879  0.35323383],[ 0.35   0.355],[ 0.35087719  0.35411471],1,100
40,sigmoid,[ 0.4028436   0.39153439],[ 0.425  0.37 ],[ 0.4136253   0.38046272],1,1000
40,sigmoid,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],10,0.001
40,sigmoid,[ 0.9281768   0.85388128],[ 0.84   0.935],[ 0.88188976  0.89260143],10,0.01
40,sigmoid,[ 0.90909091  0.85915493],[ 0.85   0.915],[ 0.87855297  0.88619855],10,0.1
40,sigmoid,[ 0.85576923  0.88541667],[ 0.89  0.85],[ 0.87254902  0.86734694],10,1
40,sigmoid,[ 0.27722772  0.27272727],[ 0.28  0.27],[ 0.27860697  0.27135678],10,10
40,sigmoid,[ 0.34871795  0.35609756],[ 0.34   0.365],[ 0.3443038   0.36049383],10,100
40,sigmoid,[ 0.39086294  0.39408867],[ 0.385  0.4  ],[ 0.38790932  0.39702233],10,1000
40,sigmoid,[ 0.9281768   0.85388128],[ 0.84   0.935],[ 0.88188976  0.89260143],100,0.001
40,sigmoid,[ 0.90909091  0.85915493],[ 0.85   0.915],[ 0.87855297  0.88619855],100,0.01
40,sigmoid,[ 0.89583333  0.86538462],[ 0.86  0.9 ],[ 0.87755102  0.88235294],100,0.1
40,sigmoid,[ 0.84466019  0.86597938],[ 0.87  0.84],[ 0.85714286  0.85279188],100,1
40,sigmoid,[ 0.27722772  0.27272727],[ 0.28  0.27],[ 0.27860697  0.27135678],100,10
40,sigmoid,[ 0.34871795  0.35609756],[ 0.34   0.365],[ 0.3443038   0.36049383],100,100
40,sigmoid,[ 0.3960396   0.39393939],[ 0.4   0.39],[ 0.39800995  0.3919598 ],100,1000
40,sigmoid,[ 0.90909091  0.85915493],[ 0.85   0.915],[ 0.87855297  0.88619855],1000,0.001
40,sigmoid,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],1000,0.01
40,sigmoid,[ 0.88888889  0.88118812],[ 0.88  0.89],[ 0.88442211  0.88557214],1000,0.1
40,sigmoid,[ 0.84313725  0.85714286],[ 0.86  0.84],[ 0.85148515  0.84848485],1000,1
40,sigmoid,[ 0.27722772  0.27272727],[ 0.28  0.27],[ 0.27860697  0.27135678],1000,10
40,sigmoid,[ 0.34871795  0.35609756],[ 0.34   0.365],[ 0.3443038   0.36049383],1000,100
40,sigmoid,[ 0.3960396   0.39393939],[ 0.4   0.39],[ 0.39800995  0.3919598 ],1000,1000
40,rbf,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],0.01,0.001
40,rbf,[ 0.91304348  0.85185185],[ 0.84  0.92],[ 0.875       0.88461538],0.01,0.01
40,rbf,[ 0.91758242  0.84862385],[ 0.835  0.925],[ 0.87434555  0.88516746],0.01,0.1
40,rbf,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],0.01,1
40,rbf,[ 0.91847826  0.85648148],[ 0.845  0.925],[ 0.88020833  0.88942308],0.01,10
40,rbf,[ 0.96212121  0.72761194],[ 0.635  0.975],[ 0.76506024  0.83333333],0.01,100
40,rbf,[ 0.51832461  0.88888889],[ 0.99  0.08],[ 0.68041237  0.14678899],0.01,1000
40,rbf,[ 0.91351351  0.85581395],[ 0.845  0.92 ],[ 0.87792208  0.88674699],0.1,0.001
